Date,Campaign type,Impressions,Clicks,Cost,Conversions,Revenue
09-05-2024,Cross-network,333242,1840,2852.8,44.8,8207.1
09-05-2024,Display Network,4,0,0,0,0
09-05-2024,Search Network,7288,485,1927.6,35.1,8598.1
09-05-2024,YouTube,16474,4,65.5,0,0
10-05-2024,Cross-network,256834,1468,2240.6,35.5,9089.8
10-05-2024,Display Network,51,0,0.5,0,0
10-05-2024,Search Network,4525,370,1537.1,30.5,5370
10-05-2024,YouTube,16176,3,65,0,0
11-05-2024,Cross-network,182779,1079,1270,17.6,1639.2
11-05-2024,Display Network,4,0,0,0,0
11-05-2024,Search Network,4693,291,584,16.6,1928.2
11-05-2024,YouTube,16964,2,74.3,0,0
12-05-2024,Cross-network,148468,866,904.2,19.2,2487.8
12-05-2024,Display Network,4,0,0,0,0
12-05-2024,Search Network,4255,285,775.1,10.9,1626.9
12-05-2024,YouTube,15251,5,65.8,0,0
13-05-2024,Cross-network,236280,1359,2145,39.8,10262.6
13-05-2024,Display Network,96,0,0.8,0,0
13-05-2024,Search Network,5901,439,1527.2,32.8,6475.2
13-05-2024,YouTube,13779,3,53.6,0,0
14-05-2024,Cross-network,260806,1416,2377.2,44,6806.3
14-05-2024,Display Network,117,0,0.8,0,0
14-05-2024,Search Network,6693,503,1784,30.7,7695.9
14-05-2024,YouTube,16010,0,62.3,0,0
15-05-2024,Cross-network,256919,1482,2356.9,38.8,9101.8
15-05-2024,Display Network,16,0,0.2,0,0
15-05-2024,Search Network,7107,505,1635.8,37.1,8402
15-05-2024,YouTube,15830,2,61.4,0,0
16-05-2024,Cross-network,222094,1157,2008.6,19.3,3291.1
16-05-2024,Display Network,45,0,0.3,0,0
16-05-2024,Search Network,6416,526,1835.8,40.4,12342.4
16-05-2024,YouTube,24355,4,101.2,0,0
17-05-2024,Cross-network,274261,1454,2160,39.2,7437.2
17-05-2024,Display Network,71,0,0.4,0,0
17-05-2024,Search Network,5948,435,1685.1,28.8,5962.9
17-05-2024,YouTube,25852,2,111.3,0,0
18-05-2024,Cross-network,196700,1148,1309.9,16.1,2374.5
18-05-2024,Display Network,73,0,0.7,0,0
18-05-2024,Search Network,5053,302,789.3,16.7,2535.3
18-05-2024,YouTube,28653,7,123,0,0
19-05-2024,Cross-network,179544,1004,1125,16.5,2376.9
19-05-2024,Display Network,12,0,0.1,0,0
19-05-2024,Search Network,3812,251,524.8,7.8,993.8
19-05-2024,YouTube,26233,4,114.2,0,0
20-05-2024,Cross-network,288404,1474,2477.5,41.3,9410.2
20-05-2024,Display Network,64,0,0.5,0,0
20-05-2024,Search Network,5282,416,1412.5,30.1,7841.2
20-05-2024,YouTube,28908,2,110.6,0,0
21-05-2024,Cross-network,297397,1577,2886.7,52.5,12144.3
21-05-2024,Display Network,118,0,0.8,0,0
21-05-2024,Search Network,6108,407,1563.5,40.6,10940.7
21-05-2024,YouTube,31962,2,124.3,0,0
22-05-2024,Cross-network,301828,1780,2939.6,43,7873.8
22-05-2024,Display Network,70,0,0.4,0,0
22-05-2024,Search Network,5836,406,1477.2,47,16287.4
22-05-2024,YouTube,29297,2,114.9,0,0
23-05-2024,Cross-network,313477,1739,3048.3,50.7,8764.2
23-05-2024,Display Network,74,0,0.4,0,0
23-05-2024,Search Network,6531,391,1398.8,35.4,8221.6
23-05-2024,YouTube,29093,2,120,0,0
24-05-2024,Cross-network,278664,1590,2624.7,39.6,11494.5
24-05-2024,Display Network,48,0,0.3,0,0
24-05-2024,Search Network,3698,272,1002.7,24.3,5514.4
24-05-2024,YouTube,28368,4,119.5,0,0
25-05-2024,Cross-network,256426,1418,1863.2,27.7,4678.6
25-05-2024,Display Network,2,0,0,0,0
25-05-2024,Search Network,3464,228,635.2,8.6,1718.6
25-05-2024,YouTube,28189,4,127,0,0
26-05-2024,Cross-network,268792,1524,1885.8,28.2,3484.7
26-05-2024,Display Network,1,0,0,0,0
26-05-2024,Search Network,3452,188,349.5,6,1123.2
26-05-2024,YouTube,27236,5,122.3,0,0
27-05-2024,Cross-network,350508,2075,3136.4,30.4,3752.4
27-05-2024,Display Network,111,0,0.6,0,0
27-05-2024,Search Network,2141,148,839,13.3,3319.7
27-05-2024,YouTube,28761,4,115.6,0,0
28-05-2024,Cross-network,454564,2396,4264.7,59.5,11793
28-05-2024,Display Network,48,0,0.4,0,0
28-05-2024,Search Network,3211,217,1055.1,32.1,7487.8
28-05-2024,YouTube,28141,1,109.9,0,0
29-05-2024,Cross-network,472938,2708,4793.5,65.4,14208.4
29-05-2024,Display Network,52,0,0.4,0,0
29-05-2024,Search Network,4455,245,961.1,28,12272.2
29-05-2024,YouTube,28001,1,108.9,0.8,82.9
30-05-2024,Cross-network,457116,2528,4470,46,10689.1
30-05-2024,Display Network,44,0,0.3,0,0
30-05-2024,Search Network,3087,195,741.8,22.5,4554
30-05-2024,YouTube,31184,0,120,0,0
31-05-2024,Cross-network,382446,2116,3406.4,52.1,11123.1
31-05-2024,Display Network,33,0,0.3,0,0
31-05-2024,Search Network,3284,171,490.3,17.7,5100
31-05-2024,YouTube,31105,2,116.1,0,0
01-06-2024,Cross-network,305567,1801,2135,15.8,3024.4
01-06-2024,Display Network,1,0,0,0,0
01-06-2024,Search Network,4556,252,551.6,6.5,1426.9
01-06-2024,YouTube,33840,8,131.9,0,0
02-06-2024,Cross-network,296727,1770,2024.2,16.3,1935.5
02-06-2024,Search Network,5155,314,604.4,6.2,1188.2
02-06-2024,YouTube,34104,5,136.4,0,0
03-06-2024,Cross-network,379263,2288,3566.3,42.7,8982.9
03-06-2024,Display Network,44,0,0.3,0,0
03-06-2024,Search Network,11236,672,2836.8,39.9,8161.9
03-06-2024,YouTube,33472,4,130.4,0,0
04-06-2024,Cross-network,377776,2145,3428.9,38.5,6760.3
04-06-2024,Display Network,60,0,0.5,0,0
04-06-2024,Search Network,10741,632,2404.4,37.9,6713.5
04-06-2024,YouTube,31480,1,128.5,0,0
05-06-2024,Cross-network,362835,2028,3341,41.4,9496.4
05-06-2024,Display Network,47,0,0.4,0,0
05-06-2024,Search Network,9016,561,2521.4,39.2,11473.6
05-06-2024,YouTube,31489,0,128.5,0,0
06-06-2024,Cross-network,310719,1895,2984.8,38.8,5475.7
06-06-2024,Display Network,52,0,0.4,0,0
06-06-2024,Search Network,7681,516,2112.8,34.2,9628.5
06-06-2024,YouTube,30681,1,125.8,0,0
07-06-2024,Cross-network,237885,1388,2148.3,33.4,7043
07-06-2024,Display Network,36,0,0.3,0,0
07-06-2024,Search Network,6184,437,1482.3,27.4,5550.4
07-06-2024,YouTube,29711,1,125.8,0,0
08-06-2024,Cross-network,161221,1016,1063.8,24.3,4007
08-06-2024,Display Network,21,0,0.2,0,0
08-06-2024,Search Network,4803,292,541.2,7.8,1343
08-06-2024,YouTube,30665,4,143.1,0,0
09-06-2024,Cross-network,171005,1111,1279.5,17.5,2943
09-06-2024,Search Network,4236,296,683.3,6.1,657.6
09-06-2024,YouTube,28480,3,135.8,0,0
10-06-2024,Cross-network,198908,1222,1888.5,28.2,9947.2
10-06-2024,Display Network,107,0,0.6,0,0
10-06-2024,Search Network,7116,542,2244.8,28.6,6359.2
10-06-2024,YouTube,29245,3,127.7,0,0
11-06-2024,Cross-network,315969,1880,3120.9,48,9526.6
11-06-2024,Display Network,135,0,0.9,0,0
11-06-2024,Search Network,8438,566,2260.4,24.7,6437.7
11-06-2024,YouTube,29440,1,127.3,0,0
12-06-2024,Cross-network,343550,1966,3092.4,35.1,6691.9
12-06-2024,Display Network,32,0,0.2,0,0
12-06-2024,Search Network,8237,559,1994.2,38,10142.2
12-06-2024,YouTube,27960,3,127.1,0,0
13-06-2024,Cross-network,328924,1797,2908,36.7,7806.8
13-06-2024,Display Network,45,1,0.3,0,0
13-06-2024,Search Network,8681,596,2653.9,37.3,6891.2
13-06-2024,YouTube,27767,0,126,0,0
14-06-2024,Cross-network,296388,1772,2647.8,35,8352.1
14-06-2024,Display Network,84,1,0.4,0,0
14-06-2024,Search Network,7976,523,1954.2,27.6,9917
14-06-2024,YouTube,25826,0,126,0,0
15-06-2024,Cross-network,233756,1364,1504.6,19.1,4420.2
15-06-2024,Display Network,3007,17,16.3,0,0
15-06-2024,Search Network,5229,314,714.6,11.6,2137.4
15-06-2024,YouTube,34803,81,237.3,0,0
16-06-2024,Cross-network,245676,1543,1711.4,16,4175.5
16-06-2024,Display Network,105,1,0.8,0,0
16-06-2024,Search Network,4217,279,595.9,12.8,2250.9
16-06-2024,YouTube,41384,186,248.9,0,0
17-06-2024,Cross-network,372807,2144,3649.6,51.9,9519.2
17-06-2024,Display Network,121,0,0.6,0,0
17-06-2024,Search Network,10337,583,2377.4,36.2,11796.9
17-06-2024,YouTube,34283,40,237.9,2.4,581.4
18-06-2024,Cross-network,403017,2272,3855.6,44.5,8925.5
18-06-2024,Display Network,247,0,1.2,0,0
18-06-2024,Search Network,9597,587,2415.7,44.3,9215
18-06-2024,YouTube,29597,18,239.9,0.2,44.3
19-06-2024,Cross-network,405984,2424,4507.1,47.6,12025.4
19-06-2024,Display Network,137,0,0.9,0,0
19-06-2024,Search Network,10783,613,2371.9,27.8,6098.4
19-06-2024,YouTube,29872,24,235.7,0.8,4.2
20-06-2024,Cross-network,392939,2387,3927,41,13889
20-06-2024,Display Network,123,0,0.5,0,0
20-06-2024,Search Network,10302,602,2375.8,32.5,7869
20-06-2024,YouTube,27842,25,236.6,0,0
21-06-2024,Cross-network,361483,2168,3558.2,31.1,9317
21-06-2024,Display Network,145,1,2.1,0,0
21-06-2024,Search Network,8153,502,1788.8,23.8,6587.6
21-06-2024,YouTube,27820,24,240,0,0
22-06-2024,Cross-network,328802,1921,2540.1,26.3,5341.6
22-06-2024,Display Network,109,0,0.7,0,0
22-06-2024,Search Network,5788,316,544.9,7.7,2338.3
22-06-2024,YouTube,29180,23,253.1,0.8,169.2
23-06-2024,Cross-network,331914,2004,2503.3,20.4,4788.3
23-06-2024,Display Network,36,0,0.3,0,0
23-06-2024,Search Network,5727,333,548.3,15,2680.6
23-06-2024,YouTube,25083,23,242.9,0,0
24-06-2024,Cross-network,388600,2362,4114.4,45.4,8449.8
24-06-2024,Display Network,25,0,0.2,0,0
24-06-2024,Search Network,8665,604,1738.7,34.9,8848.5
24-06-2024,YouTube,25372,16,232.5,0,0
25-06-2024,Cross-network,439584,2286,4008.7,38.2,7321.1
25-06-2024,Display Network,16,0,0.1,0,0
25-06-2024,Search Network,10389,656,2219.9,33.3,8494.6
25-06-2024,YouTube,26307,13,233.7,0.8,124.2
26-06-2024,Cross-network,450557,2386,4347.9,47,8190
26-06-2024,Display Network,16,0,0.1,0,0
26-06-2024,Search Network,11763,683,2919.4,41.5,8817.7
26-06-2024,YouTube,27224,20,232.2,0.2,7.8
27-06-2024,Cross-network,412470,2267,3750.8,29.4,4734.6
27-06-2024,Display Network,43,0,0.4,0,0
27-06-2024,Search Network,9314,639,2208.9,27.1,7720.8
27-06-2024,YouTube,26523,16,231.3,1.2,78.3
28-06-2024,Cross-network,341972,1971,3020.9,45.6,15114.7
28-06-2024,Display Network,20,0,0.2,0,0
28-06-2024,Search Network,8892,532,1814.6,38.1,9174.4
28-06-2024,YouTube,26304,16,218.7,0,0
29-06-2024,Cross-network,331972,2023,2339.7,20.5,3719.3
29-06-2024,Display Network,15,0,0.1,0,0
29-06-2024,Search Network,6575,348,655.2,4.1,3804.7
29-06-2024,YouTube,27631,25,239.8,1.2,368.1
30-06-2024,Cross-network,315253,1919,1899.1,24.6,3742.4
30-06-2024,Display Network,36,0,0.2,0,0
30-06-2024,Search Network,4541,264,465.6,9.7,915.1
30-06-2024,YouTube,25692,21,209.4,1.1,329.5
